model,donor_key,n,dice_mean,iou_mean,rmse_mean,soft_intensity_dice_mean,soft_intensity_dice_whole_mean,spot_recognition_mean,spot_recognition_p10
final_20260804-224906_augmented_spots_train_e200_b20_lr0.0002_s1,?|Iron_logtif.h5|1353|9053|811898,5,0.8861398696899414,0.8081112980842591,0.05068465210497379,0.9136533737182617,0.9005851745605469,0.9177276134490967,0.8420372009277344
final_20260804-224906_augmented_spots_train_e200_b20_lr0.0002_s1,?|Iron_deformed_logtif.h5|132|412|1696549,40,0.9057532772421837,0.8361094579100609,0.07029569544829428,0.957094095647335,0.9543501824140549,0.9177287921309472,0.8581475138664245
final_20260804-224906_augmented_spots_train_e200_b20_lr0.0002_s1,?|Al_big_grains_logtif.h5|4810|4810|153332,3,0.8949773708979288,0.8387365142504374,0.059476579229036965,0.8800683617591858,0.8786696195602417,0.9177503983179728,0.870989727973938
final_20260804-224906_augmented_spots_train_e200_b20_lr0.0002_s1,?|Iron_logtif.h5|1937|9631|860313,3,0.9091007908185323,0.835516353448232,0.0735844870408376,0.9690836866696676,0.9686499436696371,0.9177581667900085,0.8998006105422973
final_20260804-224906_augmented_spots_train_e200_b20_lr0.0002_s1,?|Iron_logtif.h5|2490|2490|211252,3,0.9026679595311483,0.8294535080591837,0.0670484434813261,0.9270725647608439,0.9209805528322855,0.9178097446759542,0.8668865919113159
final_20260804-224906_augmented_spots_train_e200_b20_lr0.0002_s1,?|Iron_deformed_logtif.h5|251|531|2347270,44,0.8941123776815154,0.8231358433311636,0.05842902676456354,0.9655778441916812,0.9569504112005234,0.9178416742519899,0.8823878526687622
final_20260804-224906_augmented_spots_train_e200_b20_lr0.0002_s1,?|Al_big_grains_logtif.h5|1105|1105|31128,3,0.8892156283060709,0.8141279617945353,0.05346466849247614,0.9536121090253195,0.941453754901886,0.9178754687309265,0.868780791759491
final_20260804-224906_augmented_spots_train_e200_b20_lr0.0002_s1,?|Al_big_grains_logtif.h5|3106|3106|98724,3,0.898565411567688,0.8263322909673055,0.06278993686040242,0.9212918678919474,0.9075523416201273,0.9178877472877502,0.8438770532608032
final_20260804-224906_augmented_spots_train_e200_b20_lr0.0002_s1,?|Al_big_grains_logtif.h5|4439|9384|299076,3,0.8682455817858378,0.8027653296788534,0.03242516207198302,0.9028690854708353,0.8844390908877054,0.9179102381070455,0.888604748249054
final_20260804-224906_augmented_spots_train_e200_b20_lr0.0002_s1,?|Iron_logtif.h5|2488|10185|905456,3,0.8811546564102173,0.8155151605606079,0.04525402126212915,0.8734084765116373,0.8698850671450297,0.9179502924283346,0.8805678367614747
final_20260804-224906_augmented_spots_train_e200_b20_lr0.0002_s1,?|Ti7Al_logtif.h5|296|296|109506,10,0.8736341714859008,0.8137670814990997,0.03771623075008392,0.9133626461029053,0.9101479768753051,0.9179589688777924,0.8095489561557769
final_20260804-224906_augmented_spots_train_e200_b20_lr0.0002_s1,?|Iron_deformed_logtif.h5|206|206|869602,42,0.9029940593810308,0.8289304106008439,0.06699479293699066,0.9543829091957637,0.9499435921510061,0.9179996365592593,0.847326683998108
final_20260804-224906_augmented_spots_train_e200_b20_lr0.0002_s1,?|Iron_deformed_logtif.h5|107|107|393239,40,0.8928641550242901,0.8188836961984635,0.05667730709537864,0.9668314613401889,0.962879866361618,0.9180934235453606,0.8735421001911163
final_20260804-224906_augmented_spots_train_e200_b20_lr0.0002_s1,?|Ti7Al_logtif.h5|802|1784|730179,12,0.8652681261301041,0.8102064182360967,0.028971741752078135,0.895236017803351,0.8904353578885397,0.9181481997172037,0.8768173575401306
final_20260804-224906_augmented_spots_train_e200_b20_lr0.0002_s1,?|Ti7Al_logtif.h5|889|889|358303,4,0.8887479156255722,0.8090991675853729,0.05237359646707773,0.9733373820781708,0.9646529853343964,0.918187141418457,0.8823132455348969
final_20260804-224906_augmented_spots_train_e200_b20_lr0.0002_s1,?|Al_big_grains_logtif.h5|2086|2086|62284,5,0.8970890998840332,0.8321816563606262,0.0606664776802063,0.9249074578285217,0.9180358648300171,0.9182113289833069,0.875999641418457
final_20260804-224906_augmented_spots_train_e200_b20_lr0.0002_s1,?|Al_big_grains_logtif.h5|1887|1887|55809,3,0.9020173947016398,0.8350123961766561,0.06522169709205627,0.9640583992004395,0.8843619624773661,0.918397843837738,0.885807740688324
final_20260804-224906_augmented_spots_train_e200_b20_lr0.0002_s1,?|Ti7Al_logtif.h5|775|1756|717561,11,0.893764159896157,0.827678149396723,0.0569546033882282,0.9179818521846425,0.9151398756287314,0.9184047688137401,0.8925126791000366
final_20260804-224906_augmented_spots_train_e200_b20_lr0.0002_s1,?|Iron_logtif.h5|7550|15245|1377285,5,0.8930931925773621,0.8201312899589539,0.0562351344153285,0.9107818007469177,0.8787622928619385,0.9184290409088135,0.8453370690345764
final_20260804-224906_augmented_spots_train_e200_b20_lr0.0002_s1,?|Cu_logtif.h5|8730|28589|3045638,3,0.8966280420621237,0.8144247929255167,0.05976700223982334,0.9495591918627421,0.9379467169443766,0.9184305469195048,0.8967084884643555
final_20260804-224906_augmented_spots_train_e200_b20_lr0.0002_s1,?|Al_big_grains_logtif.h5|3758|3758|121709,3,0.8763584097226461,0.795163631439209,0.03946266726901134,0.9815802176793417,0.9744147062301636,0.9184478720029196,0.8996485114097595
final_20260804-224906_augmented_spots_train_e200_b20_lr0.0002_s1,?|Ti7Al_logtif.h5|642|642|283299,15,0.8919416824976604,0.8163851698239645,0.054999954005082445,0.905894919236501,0.8953839063644409,0.918470847606659,0.8375163674354553
final_20260804-224906_augmented_spots_train_e200_b20_lr0.0002_s1,?|Ti7Al_logtif.h5|974|1956|787651,6,0.8831334213415781,0.8393809497356415,0.0460805476953586,0.910838117202123,0.9079312980175018,0.9185264607270559,0.8142844140529633
final_20260804-224906_augmented_spots_train_e200_b20_lr0.0002_s1,?|Cu_logtif.h5|8022|27888|2984354,3,0.8971317211786906,0.8163863023122152,0.06000799437363943,0.9740884701410929,0.9736290574073792,0.9185618956883749,0.904286241531372
final_20260804-224906_augmented_spots_train_e200_b20_lr0.0002_s1,?|Ti7Al_logtif.h5|496|496|224676,20,0.8969270050525665,0.8261781513690949,0.05965279322117567,0.911893630027771,0.9033359110355377,0.9186371117830276,0.856625747680664
final_20260804-224906_augmented_spots_train_e200_b20_lr0.0002_s1,?|Cu_logtif.h5|4837|4837|512534,3,0.9035155574480692,0.8294032414754232,0.06619727363189061,0.9794547160466512,0.9739389618237814,0.9186591506004333,0.8791732549667358
final_20260804-224906_augmented_spots_train_e200_b20_lr0.0002_s1,?|Iron_deformed_logtif.h5|154|154|621143,32,0.8996658474206924,0.8249098602682352,0.062280644779093564,0.9620429091155529,0.9511251021176577,0.9186926018446684,0.8732232928276062
final_20260804-224906_augmented_spots_train_e200_b20_lr0.0002_s1,?|Iron_logtif.h5|5096|12790|1128144,3,0.8925503492355347,0.8185723821322123,0.05508104215065638,0.9238303502400717,0.9197550415992737,0.9187346696853638,0.8852673292160034
